Number,Year Erected,Marker Name,Marker Text,Civil War Site?,Location,Latitude,Longitude,Mapped Location
109,2001,Ward’s Seminary,"Ward’s Seminary for Young Ladies, founded in 1865 by Dr. William E. Ward, stood at this site many years. Dr. Ward, a graduate of Cumberland University in Lebanon in both law and divinity, died in 1887. The school was sold, but continued to operate as Ward’s Seminary until 1913 when it merged with Belmont College to form Ward-Belmont, a high school and junior college for women. Ward’s was regarded as one of the leading schools for young women in the South.",,272 Rosa L Parks Blvd,36.160923,-86.783563,POINT (-86.783563 36.160923)
90,1992,University School of Nashville,"Founded in 1915 as the successor to The Winthrop Model School at the University of Nashville, Peabody Demonstration School was established at this site in 1925 to utilize the teacher training methods developed at George Peabody College for Teachers. It became an independent institution in 1975 and was renamed University School of Nashville.",,2000 Edgehill Avenue,36.143954,-86.79824,POINT (-86.79824 36.143954)
202,2019,Contemporary Christian Music,"Religious music was integral to Nashville’s identity as “Music City,” from early music publishing houses to the international impact of the Fisk Jubilee Singers. Key artists nurtured locally in the 1970s eventually crossed over to mainstream fans and by the 1990s, Contemporary Christian and Gospel Music outsold jazz and classical. Nashville also became the capital of this new genre, serving as home to the Gospel Music Association, major labels and a growing creative community.",,1000 Sixteenth Avenue South,36.146636,-86.792464,POINT (-86.792464 36.146636)
152,2013,Jack Clement Recording Studio,"After success in Memphis with Sun Records, ""Cowboy"" Jack Clement founded Jack Clement Recording Studio in 1969, producing and writing for artists such as Johnny Cash and Charley Pride. It was the first facility of its kind in Nashville, with interiors designed by Jim Tilton. Sold in 1979 and renamed Sound Emporium, artists such as Kenny Rogers, Dottie West, Ray Stevens, Don Williams, John Denver, R.E.M., Robert Plant & Alison Krauss have recorded here.",,3011 Belmont Boulevard,36.118659,-86.796243,POINT (-86.796243 36.118659)
57,1975,Site of Waterworks Plant,"The city’s present waterworks was inaugurated at this site Oct. 1, 1833. The pumping station was erected on the lower river bluff & the reservoir on the upper grounds. German engr., Albert Stein, designed and supervised construction. The system cost $55,000, the first bonded debt of the city. A new plant was in operation & this site was abandoned by Apr. 1891.",,Hermitage Avenue at Academy Place,36.155472,-86.765454,POINT (-86.765454 36.155472)
202,2019,Belmont Church and Koinonia Coffeehouse,"Koinonia (Greek for “fellowship”) Coffeehouse opened in 1973 with artists such as Dogwood, Fireworks and Brown Bannister boldly sharing their faith through contemporary music. It became a destination for “Jesus Music” artists nationwide as young talent such as Amy Grant and Michael W. Smith shared their first songs. The neighboring Belmont Church helped with overflow crowds, co-hosting early CCM recording artists such as Honeytree, Randy Matthews, Don Francisco and more.",,1000 Sixteenth Avenue South,36.146636,-86.792464,POINT (-86.792464 36.146636)
105,1999,Duncan College Prepartory School for Boys,"Marvin T. Duncan, a graduate of Webb School (Bell Buckle) and Vanderbilt University, founded Duncan School in 1908 at this site on 25th Avenue, S. He and his wife, Pauline, taught at the school until it closed in 1952. The Duncans dedicated their lives to training boys in high principles of honor and scholarship. The school graduated some 752 men and 6 women, including many community leaders.",,Twenty-fifth Avenue South in front of Vanderbilt Memorial Gym,36.143922,-86.806374,POINT (-86.806374 36.143922)
20,1969,Ryman Auditorium,"The Union Gospel Tabernacle was built in 1892 after steamboat captain Thomas Ryman heard Rev. Sam P. Jones speak at a tent revival in 1885. Ryman commissioned architect Hugh C. Thompson to build the Gothic Revival church, which quickly became a place for secular and religious gatherings. After Ryman’s death in 1904 it was renamed in his honor. Nicknamed the “Mother Church of Country Music,” the Ryman Auditorium was home to WSM’s “Grand Ole Opry” from 1943-1974.",,116 5th Avenue North,36.161301,-86.778847,POINT (-86.778847 36.161301)
176,2018,Ravenwood,"Built in 1903 by Judge J.D.B. and Sarah DeBow, the two-story stone house called Ravenwood was razed and rebuilt in 1947 by businessman R.D. Stanford, Jr. The 272-acre estate included terraced gardens, stone walls and a man-made lake. In 1957, Stanford sold the land to the Donelson Improvement Co. to become the private Ravenwood Club. A swimming pool, tennis courts, equestrian trails and 18-hole golf course were added. Metro Parks and Recreation purchased the property in 2012.",,"Stones River Greenway, past Stone Hall",36.187536,-86.635742,POINT (-86.635742 36.187536)
196,2019,Freedman's Savings and Trust Company Bank,"In March 1865, Congress established the Freedman’s Savings and Trust Company Bank. A Nashville branch was chartered in Dec. 1865. By 1867, there were 37 branches, mostly in the South. Liberty Hall was built at 44 Cedar Street in 1871 to serve as home to the bank. Despite local successes, federal mismanagement and corruption led to the closure of all branches in 1874. In 1909, another African-American bank, the People’s Savings Bank and Trust Co., opened at 410 Cedar Street.",,330 Dr. M.L.K. Jr. Boulevard,36.166414,-86.780457,POINT (-86.780457 36.166414)
240,2022,Centennial Park Swimming Pool,"Opened in 1932, the pool served Nashville’s white community as a premier swimming facility for nearly 30 years. City officials abruptly closed the pool in 1961 after two African American student civil rights activists, Kwame (Leo) Lillard and Matthew Walker Jr., led an effort to desegregate the facility. The city responded by closing all Nashville public pools, blaming the sweeping closures on budgetary concerns.

While many neighborhood pools eventually reopened in 1963 under the newly consolidated metropolitan government, this facility sat vacant for 10 years—to some, a daily reminder of the city’s racial divide. The pool’s bathhouse was renovated and reopened as Centennial Art Center on April 23, 1972. The former deep end of the swimming pool is preserved as a sunken lawn in the rear portion of the building's courtyard.",,301 Twenty-Fifth Avenue North,36.15272,-86.813004,POINT (-86.813004 36.15272)
149,2013,Bass Park,"This .2-acre lot was purchased by East Nashville citizens and presented to the city on December 12, 1921 as a public park and playground. The undeveloped lot provided views of the adjacent fire hall and was intended to keep firefighters from being disturbed. Nashville’s smallest park, Bass Park was named in honor of Fire Captain Herman Bass, the first captain of the fire hall.",,1600 Holly Street,36.175477,-86.74195,POINT (-86.74195 36.175477)
5,1968,Battle of Nashville Shy's Hill,"On this hill was fought the decisive encounter of the Battle of Nashville December 16, 1864.  At 4:15 p.m. a Federal assault at the angle on top of the hill broke the Confederate line.  Col. W. M. Shy, 20th Tenn. Inf. was killed and Gen. T. B. Smith was captured.  The Confederates retreated over the Overton Hills to the Franklin Pike.",X,"W side of Benton Smith Road, 
South of Harding Place at bottom of Shy’s Hill Trail",36.088026,-86.808237,POINT (-86.808237 36.088026)
173,2018,Old Hickory Works,"In Jan. 1918, the area known as Hadley’s Bend was purchased by the U.S. government to build a smokeless gunpowder factory to supply the Allied troops during World War I. The contract for the plant—called Old Hickory Works—was awarded to DuPont Co. Over 7 miles of rail were laid to connect the plant to Hermitage Station, bringing in about 31,000 passengers daily. The almost 5,000 acre property started at the Cumberland River and reached to what is now the Hermitage Golf Course.",,4000 Old Hickory Boulevard,36.2337552,-86.6252399,POINT (-86.6252399 36.2337552)
